MAXlevel 13, Oh 2.3e-02, Oha 4.6e-04, Bo 0.000, zWall 4, Ldomain 10, drillAMR 1
i dt t ke maxlevel r_b z_b r_base z_base q_jet q_l
29 4.807692e-05 0.00086538 5.516860e-05 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
30 4.807692e-05 0.00091346 5.834676e-05 12 1.098633e-02 -1.245117e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
31 4.807692e-05 0.00096154 6.200229e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
32 4.807692e-05 0.00100962 6.613061e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
33 4.807692e-05 0.00105769 7.073433e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
34 4.807692e-05 0.00110577 7.581928e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
35 4.807692e-05 0.00115385 8.139566e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
36 4.807692e-05 0.00120192 8.740238e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
37 4.807692e-05 0.00125000 9.389223e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
38 4.807692e-05 0.00129808 1.008712e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
39 4.807692e-05 0.00134615 1.083233e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
40 4.807692e-05 0.00139423 1.162584e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
41 4.807692e-05 0.00144231 1.246366e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
42 4.807692e-05 0.00149038 1.332616e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
43 4.807692e-05 0.00153846 1.424107e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
44 4.807692e-05 0.00158654 1.520273e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
45 4.807692e-05 0.00163462 1.620469e-04 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
46 4.807692e-05 0.00168269 1.726361e-04 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
47 4.807692e-05 0.00173077 1.766919e-04 12 1.342773e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
48 4.807692e-05 0.00177885 1.866313e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
49 4.807692e-05 0.00182692 1.951909e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
50 4.807692e-05 0.00187500 2.059825e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
51 4.807692e-05 0.00192308 2.174185e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
52 4.807692e-05 0.00197115 2.292835e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
53 4.807692e-05 0.00201923 2.415829e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
54 4.807692e-05 0.00206731 2.539246e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
55 4.807692e-05 0.00211538 2.667880e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
56 4.807692e-05 0.00216346 2.799694e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
57 4.807692e-05 0.00221154 2.938389e-04 12 1.342773e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
58 4.807692e-05 0.00225962 3.084206e-04 12 1.342773e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
59 4.807692e-05 0.00230769 3.126462e-04 12 1.586914e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
60 4.807692e-05 0.00235577 3.247212e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
61 4.807692e-05 0.00240385 3.403271e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
62 4.807692e-05 0.00245192 3.571586e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
63 4.807692e-05 0.00250000 3.749115e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
64 4.807692e-05 0.00254808 3.933946e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
65 4.807692e-05 0.00259615 4.123559e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
66 4.807692e-05 0.00264423 4.318535e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
67 4.807692e-05 0.00269231 4.521971e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
68 4.807692e-05 0.00274038 4.733131e-04 12 1.586914e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
69 4.807692e-05 0.00278846 4.759057e-04 12 1.831055e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
70 4.807692e-05 0.00283654 4.924960e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
71 4.807692e-05 0.00288462 5.144563e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
72 4.807692e-05 0.00293269 5.381891e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
73 4.807692e-05 0.00298077 5.628413e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
74 4.807692e-05 0.00302885 5.879322e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
75 4.807692e-05 0.00307692 6.135506e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
76 4.807692e-05 0.00312500 6.395624e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
77 4.807692e-05 0.00317308 6.663116e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
78 4.807692e-05 0.00322115 6.895322e-04 12 2.075195e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
79 4.807692e-05 0.00326923 7.144321e-04 12 2.075195e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
80 4.807692e-05 0.00331731 7.420631e-04 12 2.075195e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
81 4.807692e-05 0.00336538 7.708919e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
82 4.807692e-05 0.00341346 8.005744e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
83 4.807692e-05 0.00346154 8.310414e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
84 4.807692e-05 0.00350962 8.613308e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
85 4.807692e-05 0.00355769 8.929182e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
86 4.807692e-05 0.00360577 9.257789e-04 12 2.075195e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
87 4.807692e-05 0.00365385 9.452420e-04 12 2.319336e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
88 4.807692e-05 0.00370192 9.750228e-04 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
89 4.807692e-05 0.00375000 1.008781e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
90 4.807692e-05 0.00379808 1.044174e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
91 4.807692e-05 0.00384615 1.080450e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
92 4.807692e-05 0.00389423 1.115856e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
93 4.807692e-05 0.00394231 1.152775e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
94 4.807692e-05 0.00399038 1.191350e-03 12 2.319336e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
95 4.807692e-05 0.00403846 1.204844e-03 12 2.563477e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
96 4.807692e-05 0.00408654 1.238271e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
97 4.807692e-05 0.00413462 1.277199e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
98 4.807692e-05 0.00418269 1.318255e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
99 4.807692e-05 0.00423077 1.360540e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
100 4.807692e-05 0.00427885 1.401564e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
101 4.807692e-05 0.00432692 1.443693e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
102 4.807692e-05 0.00437500 1.488347e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
103 4.807692e-05 0.00442308 1.498168e-03 12 2.807617e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
104 4.807692e-05 0.00447115 1.534795e-03 12 2.807617e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
105 4.807692e-05 0.00451923 1.578912e-03 12 2.807617e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
106 4.807692e-05 0.00456731 1.625059e-03 12 2.807617e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
107 4.807692e-05 0.00461538 1.672943e-03 12 2.807617e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
108 4.807692e-05 0.00466346 1.719689e-03 12 2.807617e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
109 4.807692e-05 0.00471154 1.767238e-03 12 2.807617e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
110 4.807692e-05 0.00475962 1.818041e-03 12 2.807617e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
111 4.807692e-05 0.00480769 1.834777e-03 12 3.051758e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
112 4.807692e-05 0.00485577 1.878910e-03 12 3.051758e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
113 4.807692e-05 0.00490385 1.929341e-03 12 3.051758e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
114 4.807692e-05 0.00495192 1.982883e-03 12 3.051758e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
115 4.807692e-05 0.00500000 2.037712e-03 12 3.051758e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
116 4.807692e-05 0.00504808 2.091631e-03 12 3.051758e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
117 4.807692e-05 0.00509615 2.146344e-03 12 3.051758e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
118 4.807692e-05 0.00514423 2.198049e-03 12 3.295898e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
119 4.807692e-05 0.00519231 2.242984e-03 12 3.295898e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
120 4.807692e-05 0.00524038 2.298667e-03 12 3.295898e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
121 4.807692e-05 0.00528846 2.355961e-03 12 3.295898e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
122 4.807692e-05 0.00533654 2.416216e-03 12 3.295898e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
123 4.807692e-05 0.00538462 2.477455e-03 12 3.295898e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
124 4.807692e-05 0.00543269 2.539676e-03 12 3.295898e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
125 4.807692e-05 0.00548077 2.602966e-03 12 3.295898e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
126 4.807692e-05 0.00552885 2.633826e-03 12 3.540039e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
127 4.807692e-05 0.00557692 2.690397e-03 12 3.540039e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
128 4.807692e-05 0.00562500 2.753146e-03 12 3.540039e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
129 4.807692e-05 0.00567308 2.818612e-03 12 3.540039e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
130 4.807692e-05 0.00572115 2.886148e-03 12 3.540039e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
131 4.807692e-05 0.00576923 2.952029e-03 12 3.540039e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
132 4.807692e-05 0.00581731 3.017645e-03 12 3.540039e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
133 4.807692e-05 0.00586538 3.032738e-03 12 3.784180e-02 -1.489258e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
134 4.807692e-05 0.00591346 3.090196e-03 12 3.784180e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
135 4.807692e-05 0.00596154 3.157611e-03 12 3.784180e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
136 4.807692e-05 0.00600962 3.226380e-03 12 3.784180e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
137 4.807692e-05 0.00605769 3.299339e-03 12 3.784180e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
138 4.807692e-05 0.00610577 3.371561e-03 12 3.784180e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
139 4.807692e-05 0.00615385 3.445030e-03 12 3.784180e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
140 4.807692e-05 0.00620192 3.519531e-03 12 3.784180e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
141 4.807692e-05 0.00625000 3.561872e-03 12 4.028320e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
142 4.807692e-05 0.00629808 3.631433e-03 12 4.028320e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
143 4.807692e-05 0.00634615 3.706528e-03 12 4.028320e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
144 4.807692e-05 0.00639423 3.782550e-03 12 4.028320e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
145 4.807692e-05 0.00644231 3.861689e-03 12 4.028320e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
146 4.807692e-05 0.00649038 3.941080e-03 12 4.028320e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
147 4.807692e-05 0.00653846 4.018567e-03 12 4.028320e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
148 4.807692e-05 0.00658654 4.049241e-03 12 4.272461e-02 -1.489258e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
149 4.807692e-05 0.00663462 4.117281e-03 12 4.272461e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
150 4.807692e-05 0.00668269 4.196842e-03 12 4.272461e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
151 4.807692e-05 0.00673077 4.279062e-03 12 4.272461e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
152 4.807692e-05 0.00677885 4.364110e-03 12 4.272461e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
153 4.807692e-05 0.00682692 4.448553e-03 12 4.272461e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
154 4.807692e-05 0.00687500 4.528932e-03 12 4.272461e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
155 4.807692e-05 0.00692308 4.541868e-03 12 4.516602e-02 -1.489258e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
156 4.807692e-05 0.00697115 4.611953e-03 12 4.516602e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
157 4.807692e-05 0.00701923 4.695930e-03 12 4.516602e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
158 4.807692e-05 0.00706731 4.783287e-03 12 4.516602e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
159 4.807692e-05 0.00711538 4.872602e-03 12 4.516602e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
160 4.807692e-05 0.00716346 4.961190e-03 12 4.516602e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
161 4.807692e-05 0.00721154 5.053029e-03 12 4.516602e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
162 4.807692e-05 0.00725962 5.131229e-03 12 4.516602e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
163 4.807692e-05 0.00730769 5.202034e-03 12 4.760742e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
164 4.807692e-05 0.00735577 5.291985e-03 12 4.760742e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
165 4.807692e-05 0.00740385 5.385119e-03 12 4.760742e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
166 4.807692e-05 0.00745192 5.480954e-03 12 4.760742e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
167 4.807692e-05 0.00750000 5.575275e-03 12 4.760742e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
168 4.807692e-05 0.00754808 5.672901e-03 12 4.760742e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
169 4.807692e-05 0.00759615 5.756228e-03 12 5.004883e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
170 4.807692e-05 0.00764423 5.842553e-03 12 5.004883e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
171 4.807692e-05 0.00769231 5.938823e-03 12 5.004883e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
172 4.807692e-05 0.00774038 6.040262e-03 12 5.004883e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
173 4.807692e-05 0.00778846 6.142237e-03 12 5.004883e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
174 4.807692e-05 0.00783654 6.241968e-03 12 5.004883e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
175 4.807692e-05 0.00788462 6.345582e-03 12 5.249023e-02 -5.126953e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
176 4.807692e-05 0.00793269 6.438139e-03 12 5.249023e-02 -5.126953e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
177 4.807692e-05 0.00798077 6.537369e-03 12 5.249023e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
178 4.807692e-05 0.00802885 6.640656e-03 12 5.249023e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
179 4.807692e-05 0.00807692 6.746330e-03 12 5.249023e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
180 4.807692e-05 0.00812500 6.850399e-03 12 5.249023e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
