MAXlevel 15, Oh 3.0e-02, Oha 6.0e-04, Bo 0.000, zWall 4, Ldomain 10, drillAMR 1
i dt t ke maxlevel r_b z_b r_base z_base q_jet q_l
22 3.172894e-05 0.00027359 1.445697e-05 12 1.586914e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
23 3.384420e-05 0.00030743 1.628609e-05 12 1.586914e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
24 3.384420e-05 0.00034128 1.803256e-05 12 1.586914e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
25 3.384420e-05 0.00037512 1.971032e-05 12 1.586914e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
26 3.692095e-05 0.00041204 2.146471e-05 12 1.586914e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
27 3.692095e-05 0.00044896 2.317745e-05 12 1.586914e-02 -2.685547e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
28 3.692095e-05 0.00048588 2.487330e-05 12 1.586914e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
29 3.692095e-05 0.00052280 2.657552e-05 12 1.586914e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
30 3.692095e-05 0.00055972 2.830625e-05 11 1.098633e-02 -5.126953e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
31 3.692095e-05 0.00059665 2.941455e-05 12 1.708984e-02 -1.611328e-02 2.441406e-03 -2.018066e+00 0.000000e+00 0.000000e+00
32 4.615118e-05 0.00064280 3.294483e-05 12 1.831055e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
33 4.615118e-05 0.00068895 3.611814e-05 12 1.831055e-02 -2.441406e-04 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
34 4.615118e-05 0.00073510 3.821509e-05 12 8.544922e-03 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
35 4.615118e-05 0.00078125 4.104649e-05 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
36 4.807692e-05 0.00082933 4.429408e-05 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
37 4.807692e-05 0.00087740 4.783756e-05 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
38 4.807692e-05 0.00092548 5.163770e-05 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
39 4.807692e-05 0.00097356 5.573269e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
40 4.807692e-05 0.00102163 6.011492e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
41 4.807692e-05 0.00106971 6.476861e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
42 4.807692e-05 0.00111779 6.971740e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
43 4.807692e-05 0.00116587 7.495053e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
44 4.807692e-05 0.00121394 8.046791e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
45 4.807692e-05 0.00126202 8.619798e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
46 4.807692e-05 0.00131010 9.218685e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
47 4.807692e-05 0.00135817 9.842700e-05 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
48 4.807692e-05 0.00140625 1.049359e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
49 4.807692e-05 0.00145433 1.116418e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
50 4.807692e-05 0.00150240 1.186594e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
51 4.807692e-05 0.00155048 1.259494e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
52 4.807692e-05 0.00159856 1.334221e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
53 4.807692e-05 0.00164663 1.412484e-04 12 1.098633e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
54 4.807692e-05 0.00169471 1.493209e-04 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
55 4.807692e-05 0.00174279 1.578434e-04 12 1.098633e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
56 4.807692e-05 0.00179087 1.640072e-04 12 1.342773e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
57 4.807692e-05 0.00183894 1.724109e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
58 4.807692e-05 0.00188702 1.815327e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
59 4.807692e-05 0.00193510 1.911400e-04 13 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
60 4.807692e-05 0.00198317 2.011563e-04 13 1.525879e-02 -1.550293e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
61 1.602564e-05 0.00199920 2.047762e-04 13 1.525879e-02 -1.550293e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
62 1.602564e-05 0.00201522 2.075386e-04 12 1.281738e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
63 1.602564e-05 0.00203125 2.105455e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
64 1.953125e-05 0.00205078 2.143768e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
65 2.242477e-05 0.00207321 2.193811e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
66 2.429350e-05 0.00209750 2.249937e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
67 2.660717e-05 0.00212411 2.313504e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
68 2.800754e-05 0.00215211 2.381695e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
69 2.965505e-05 0.00218177 2.455919e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
70 3.163205e-05 0.00221340 2.538830e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
71 3.163205e-05 0.00224503 2.624725e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
72 3.426805e-05 0.00227930 2.719551e-04 12 1.342773e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
73 3.426805e-05 0.00231357 2.818221e-04 12 1.342773e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
74 3.426805e-05 0.00234784 2.919594e-04 12 1.342773e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
75 3.426805e-05 0.00238211 2.951991e-04 12 1.586914e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
76 3.426805e-05 0.00241637 3.033086e-04 13 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
77 3.426805e-05 0.00245064 3.135019e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
78 1.581602e-05 0.00246646 3.186103e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
79 1.581602e-05 0.00248227 3.229630e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
80 1.581602e-05 0.00249809 3.274474e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
81 1.581602e-05 0.00251391 3.319579e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
82 1.581602e-05 0.00252972 3.364663e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
83 1.581602e-05 0.00254554 3.410409e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
84 1.581602e-05 0.00256135 3.456899e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
85 1.581602e-05 0.00257717 3.504568e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
86 1.581602e-05 0.00259299 3.552717e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
87 1.581602e-05 0.00260880 3.601907e-04 13 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
88 1.581602e-05 0.00262462 3.652205e-04 12 1.525879e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
89 1.581602e-05 0.00264043 3.702452e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
90 1.581602e-05 0.00265625 3.754156e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
91 2.232143e-05 0.00267857 3.831365e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
92 2.410714e-05 0.00270268 3.915902e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
93 2.629870e-05 0.00272898 4.010151e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
94 2.761364e-05 0.00275659 4.113055e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
95 2.914773e-05 0.00278574 4.224511e-04 12 1.586914e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
96 3.096946e-05 0.00281671 4.344879e-04 12 1.586914e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
97 3.318156e-05 0.00284989 4.478719e-04 12 1.586914e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
98 3.318156e-05 0.00288307 4.495143e-04 12 1.831055e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
99 3.318156e-05 0.00291625 4.592259e-04 13 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
100 3.649972e-05 0.00295275 4.736073e-04 13 1.770020e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
101 1.642487e-05 0.00296918 4.805719e-04 13 1.770020e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
102 1.642487e-05 0.00298560 4.865929e-04 13 1.770020e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
103 1.642487e-05 0.00300203 4.928782e-04 13 1.770020e-02 -9.399414e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
104 1.642487e-05 0.00301845 4.992970e-04 13 1.770020e-02 -9.399414e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
105 1.642487e-05 0.00303488 5.058165e-04 13 1.770020e-02 -9.399414e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
106 1.642487e-05 0.00305130 5.122828e-04 13 1.770020e-02 -9.399414e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
107 1.642487e-05 0.00306773 5.188881e-04 13 1.770020e-02 -9.399414e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
108 1.642487e-05 0.00308415 5.256347e-04 13 1.770020e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
109 1.642487e-05 0.00310058 5.325413e-04 13 1.770020e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
110 1.642487e-05 0.00311700 5.395771e-04 13 1.770020e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
111 1.642487e-05 0.00313343 5.465983e-04 13 1.892090e-02 -8.178711e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
112 1.642487e-05 0.00314985 5.531397e-04 12 1.892090e-02 -1.184082e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
113 1.642487e-05 0.00316628 5.604432e-04 13 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
114 1.916235e-05 0.00318544 5.692926e-04 13 2.014160e-02 -5.737305e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
115 1.596863e-05 0.00320141 5.769166e-04 13 2.014160e-02 -5.737305e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
116 1.596863e-05 0.00321738 5.843222e-04 13 2.014160e-02 -5.737305e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
117 1.596863e-05 0.00323334 5.919838e-04 12 1.892090e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
118 1.596863e-05 0.00324931 5.994940e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
119 1.596863e-05 0.00326528 6.073597e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
120 1.596863e-05 0.00328125 6.154953e-04 12 1.831055e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
121 2.403846e-05 0.00330529 6.278995e-04 12 1.831055e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
122 2.612876e-05 0.00333142 6.416584e-04 12 1.831055e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
123 2.874164e-05 0.00336016 6.489262e-04 12 2.075195e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
124 3.033840e-05 0.00339050 6.629371e-04 13 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
125 3.033840e-05 0.00342084 6.787831e-04 13 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
126 1.673843e-05 0.00343757 6.875913e-04 13 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
127 1.673843e-05 0.00345431 6.958004e-04 13 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
128 1.673843e-05 0.00347105 7.042229e-04 13 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
129 1.673843e-05 0.00348779 7.127918e-04 13 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
130 1.673843e-05 0.00350453 7.214487e-04 13 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
131 1.673843e-05 0.00352127 7.301850e-04 13 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
132 1.673843e-05 0.00353800 7.391318e-04 13 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
133 1.673843e-05 0.00355474 7.481256e-04 12 2.014160e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
134 1.673843e-05 0.00357148 7.569919e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
135 1.969227e-05 0.00359117 7.678462e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
136 2.100508e-05 0.00361218 7.799633e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
137 2.450593e-05 0.00363668 7.941932e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
138 2.450593e-05 0.00366119 8.083280e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
139 2.722881e-05 0.00368842 8.245535e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
140 2.722881e-05 0.00371565 8.411600e-04 12 2.075195e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
141 3.176695e-05 0.00374742 8.610083e-04 12 2.075195e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
142 3.176695e-05 0.00377918 8.677041e-04 12 2.319336e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
143 3.176695e-05 0.00381095 8.841158e-04 13 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
144 3.176695e-05 0.00384272 9.034644e-04 13 2.258301e-02 -1.062012e-02 3.051758e-03 -2.019897e+00 -3.504717e-10 -2.871064e-07
145 1.588347e-05 0.00385860 9.132825e-04 13 2.258301e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
146 1.588347e-05 0.00387448 9.225963e-04 13 2.258301e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
147 1.588347e-05 0.00389037 9.322560e-04 13 2.258301e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
148 1.588347e-05 0.00390625 9.419384e-04 13 2.258301e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
149 1.644737e-05 0.00392270 9.521052e-04 13 2.258301e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
150 1.644737e-05 0.00393914 9.625489e-04 13 2.258301e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
151 1.644737e-05 0.00395559 9.731666e-04 13 2.258301e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
152 1.644737e-05 0.00397204 9.838882e-04 13 2.258301e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
153 1.644737e-05 0.00398849 9.944537e-04 12 2.258301e-02 -9.399414e-03 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
154 1.644737e-05 0.00400493 1.004619e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
155 1.943780e-05 0.00402437 1.017663e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
156 2.159755e-05 0.00404597 1.032573e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
157 2.468292e-05 0.00407065 1.050223e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
158 2.468292e-05 0.00409534 1.068162e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
159 2.468292e-05 0.00412002 1.086322e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
160 2.468292e-05 0.00414470 1.104660e-03 12 2.319336e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
161 2.468292e-05 0.00416938 1.122524e-03 12 2.563477e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
162 2.468292e-05 0.00419407 1.135044e-03 12 2.563477e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
163 2.468292e-05 0.00421875 1.152107e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
164 3.472222e-05 0.00425347 1.177456e-03 13 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
165 3.689236e-05 0.00429036 1.205856e-03 13 2.502441e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
166 1.676926e-05 0.00430713 1.218764e-03 13 2.502441e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
167 1.676926e-05 0.00432390 1.230545e-03 13 2.502441e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
168 1.676926e-05 0.00434067 1.242570e-03 13 2.502441e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
169 1.676926e-05 0.00435744 1.255118e-03 12 2.502441e-02 -1.062012e-02 6.103516e-04 -2.019897e+00 0.000000e+00 0.000000e+00
170 1.676926e-05 0.00437421 1.267105e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
171 1.956413e-05 0.00439377 1.281772e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
172 2.142738e-05 0.00441520 1.298893e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
173 2.380820e-05 0.00443901 1.318181e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
174 2.529621e-05 0.00446431 1.338863e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
175 2.710309e-05 0.00449141 1.361086e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
176 2.936168e-05 0.00452077 1.385852e-03 12 2.563477e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
177 2.936168e-05 0.00455013 1.411127e-03 12 2.563477e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
178 3.262409e-05 0.00458276 1.424947e-03 12 2.807617e-02 -7.568359e-03 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
179 3.262409e-05 0.00461538 1.449427e-03 13 2.807617e-02 -1.000977e-02 1.220703e-03 -2.019287e+00 0.000000e+00 0.000000e+00
180 3.262409e-05 0.00464801 1.477117e-03 13 2.746582e-02 -1.062012e-02 3.051758e-03 -2.019897e+00 3.362022e-10 2.754168e-07
